Year,County,hospital,Surgery,# of Cases,LONGITUDE,LATITUDE
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,30,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,65,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,5,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,7,-117.8439815,33.8544317
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Bladder,11,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Brain,38,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Breast,548,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Liver,12,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Lung,48,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Pancreas,4,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Prostate,25,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Rectum,51,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Stomach,14,-117.84399,33.85442
2021,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,Colon,82,-117.84399,33.85442
2013,Placer,Sutter Auburn Faith Hospital,Breast,59,-121.0982,38.94452
2020,Placer,Sutter Auburn Faith Hospital,Colon,22,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,Prostate,1,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,Stomach,1,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,Rectum,4,-121.09943,38.94432
2016,Placer,Sutter Auburn Faith Hospital,Stomach,1,-121.0982,38.94452
2016,Placer,Sutter Auburn Faith Hospital,Rectum,3,-121.0982,38.94452
2016,Placer,Sutter Auburn Faith Hospital,Pancreas,1,-121.0982,38.94452
2016,Placer,Sutter Auburn Faith Hospital,Lung,1,-121.0982,38.94452
2016,Placer,Sutter Auburn Faith Hospital,Liver,2,-121.0982,38.94452
2016,Placer,Sutter Auburn Faith Hospital,Colon,26,-121.0982,38.94452
2016,Placer,Sutter Auburn Faith Hospital,Breast,47,-121.0982,38.94452
2018,Placer,Sutter Auburn Faith Hospital,Breast,63,-121.09943,38.94432
2019,Placer,Sutter Auburn Faith Hospital,Breast,47,-121.09943,38.94432
2019,Placer,Sutter Auburn Faith Hospital,Liver,2,-121.09943,38.94432
2019,Placer,Sutter Auburn Faith Hospital,Rectum,2,-121.09943,38.94432
2014,Placer,Sutter Auburn Faith Hospital,Breast,36,-121.0982,38.94452
2014,Placer,Sutter Auburn Faith Hospital,Colon,17,-121.0982,38.94452
2014,Placer,Sutter Auburn Faith Hospital,Rectum,2,-121.0982,38.94452
2014,Placer,Sutter Auburn Faith Hospital,Stomach,1,-121.0982,38.94452
2013,Placer,Sutter Auburn Faith Hospital,Lung,1,-121.0982,38.94452
2020,Placer,Sutter Auburn Faith Hospital,Liver,1,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,Breast,45,-121.09943,38.94432
2020,Placer,Sutter Auburn Faith Hospital,Bladder,1,-121.09943,38.94432
2019,Placer,Sutter Auburn Faith Hospital,Colon,11,-121.09943,38.94432
2018,Placer,Sutter Auburn Faith Hospital,Colon,16,-121.09943,38.94432
2018,Placer,Sutter Auburn Faith Hospital,Liver,1,-121.09943,38.94432
2018,Placer,Sutter Auburn Faith Hospital,Lung,2,-121.09943,38.94432
2018,Placer,Sutter Auburn Faith Hospital,Rectum,3,-121.09943,38.94432
2015,Placer,Sutter Auburn Faith Hospital,Bladder,1,-121.0982,38.94452
2015,Placer,Sutter Auburn Faith Hospital,Breast,40,-121.0982,38.94452
2015,Placer,Sutter Auburn Faith Hospital,Colon,9,-121.0982,38.94452
2015,Placer,Sutter Auburn Faith Hospital,Lung,1,-121.0982,38.94452
2015,Placer,Sutter Auburn Faith Hospital,Prostate,1,-121.0982,38.94452
2021,Placer,Sutter Auburn Faith Hospital,Breast,49,-121.09943,38.94432
2017,Placer,Sutter Auburn Faith Hospital,Stomach,1,-121.0982,38.94452
2017,Placer,Sutter Auburn Faith Hospital,Rectum,2,-121.0982,38.94452
2017,Placer,Sutter Auburn Faith Hospital,Lung,1,-121.0982,38.94452
2017,Placer,Sutter Auburn Faith Hospital,Liver,2,-121.0982,38.94452
2017,Placer,Sutter Auburn Faith Hospital,Colon,10,-121.0982,38.94452
2017,Placer,Sutter Auburn Faith Hospital,Breast,52,-121.0982,38.94452
2017,Placer,Sutter Auburn Faith Hospital,Bladder,1,-121.0982,38.94452
2013,Placer,Sutter Auburn Faith Hospital,Bladder,1,-121.0982,38.94452
2013,Placer,Sutter Auburn Faith Hospital,Colon,21,-121.0982,38.94452
2013,Placer,Sutter Auburn Faith Hospital,Rectum,1,-121.0982,38.94452
2021,Placer,Sutter Auburn Faith Hospital,Colon,15,-121.09943,38.94432
2021,Placer,Sutter Auburn Faith Hospital,Rectum,2,-121.09943,38.94432
2013,Placer,Sutter Roseville Medical Center,Bladder,5,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Colon,55,-121.25055,38.76439
2020,Placer,Sutter Roseville Medical Center,Brain,14,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Lung,36,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Pancreas,3,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Rectum,15,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Esophagus,5,-121.24922,38.76515
2016,Placer,Sutter Roseville Medical Center,Stomach,4,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Rectum,24,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Prostate,48,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Pancreas,3,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Lung,35,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Liver,2,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Esophagus,2,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Colon,32,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Breast,186,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Brain,10,-121.25055,38.76439
2016,Placer,Sutter Roseville Medical Center,Bladder,4,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Rectum,16,-121.25055,38.76439
2021,Placer,Sutter Roseville Medical Center,Bladder,6,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Bladder,5,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Breast,163,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Colon,39,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Esophagus,1,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Pancreas,2,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Prostate,79,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Rectum,14,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Bladder,2,-121.24922,38.76515
2014,Placer,Sutter Roseville Medical Center,Rectum,13,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Bladder,3,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Brain,14,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Breast,200,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Colon,43,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Esophagus,1,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Lung,26,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Pancreas,3,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Prostate,62,-121.25055,38.76439
2014,Placer,Sutter Roseville Medical Center,Stomach,1,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Pancreas,3,-121.25055,38.76439
2020,Placer,Sutter Roseville Medical Center,Prostate,81,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Stomach,3,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Brain,8,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Rectum,23,-121.24922,38.76515
2019,Placer,Sutter Roseville Medical Center,Lung,24,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Colon,35,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Brain,21,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Breast,99,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Colon,42,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Esophagus,1,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Liver,3,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Lung,34,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Pancreas,3,-121.24922,38.76515
2018,Placer,Sutter Roseville Medical Center,Prostate,59,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Breast,188,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Esophagus,1,-121.24922,38.76515
2020,Placer,Sutter Roseville Medical Center,Liver,1,-121.24922,38.76515
2015,Placer,Sutter Roseville Medical Center,Stomach,1,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Bladder,1,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Brain,12,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Breast,159,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Colon,23,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Esophagus,1,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Liver,1,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Lung,42,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Prostate,42,-121.25055,38.76439
2015,Placer,Sutter Roseville Medical Center,Rectum,7,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Brain,11,-121.25055,38.76439
2020,Placer,Sutter Roseville Medical Center,Bladder,4,-121.24922,38.76515
2017,Placer,Sutter Roseville Medical Center,Stomach,1,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Rectum,17,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Prostate,72,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Pancreas,2,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Lung,50,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Liver,2,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Colon,46,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Breast,163,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Brain,19,-121.25055,38.76439
2017,Placer,Sutter Roseville Medical Center,Bladder,1,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Breast,208,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Esophagus,2,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Lung,18,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Prostate,44,-121.25055,38.76439
2013,Placer,Sutter Roseville Medical Center,Stomach,3,-121.25055,38.76439
2021,Placer,Sutter Roseville Medical Center,Brain,17,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Breast,278,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Colon,50,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Liver,1,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Lung,56,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Prostate,55,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Rectum,12,-121.24922,38.76515
2021,Placer,Sutter Roseville Medical Center,Stomach,1,-121.24922,38.76515
2013,Placer,Kaiser Foundation Hospital – Roseville,Liver,1,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Esophagus,9,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Bladder,10,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Colon,77,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Lung,2,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Pancreas,1,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Prostate,1,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Stomach,1,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Rectum,23,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Prostate,4,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Pancreas,1,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Lung,1,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Liver,1,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Colon,66,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Breast,362,-121.25107,38.74636
2016,Placer,Kaiser Foundation Hospital – Roseville,Bladder,5,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Rectum,15,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Colon,69,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Breast,408,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Liver,1,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Lung,1,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Pancreas,1,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Prostate,1,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Rectum,30,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Bladder,5,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Breast,333,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Colon,57,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Esophagus,7,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Liver,1,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Lung,42,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Prostate,3,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Rectum,20,-121.25107,38.74636
2014,Placer,Kaiser Foundation Hospital – Roseville,Stomach,3,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Breast,370,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Colon,87,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,Breast,417,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,Bladder,12,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,Colon,90,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,Lung,1,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,Pancreas,1,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,Prostate,3,-121.25107,38.74636
2018,Placer,Kaiser Foundation Hospital – Roseville,Rectum,34,-121.25107,38.74636
2019,Placer,Kaiser Foundation Hospital – Roseville,Bladder,10,-121.25107,38.74636
2015,Placer,Kaiser Foundation Hospital – Roseville,Bladder,4,-121.25107,38.74636
2015,Placer,Kaiser Foundation Hospital – Roseville,Breast,229,-121.25107,38.74636
2015,Placer,Kaiser Foundation Hospital – Roseville,Colon,56,-121.25107,38.74636
2015,Placer,Kaiser Foundation Hospital – Roseville,Lung,1,-121.25107,38.74636
2015,Placer,Kaiser Foundation Hospital – Roseville,Prostate,3,-121.25107,38.74636
2015,Placer,Kaiser Foundation Hospital – Roseville,Rectum,17,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Liver,1,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Rectum,26,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Stomach,1,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,Rectum,29,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,Prostate,2,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,Pancreas,1,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,Liver,1,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,Colon,69,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,Breast,456,-121.25107,38.74636
2017,Placer,Kaiser Foundation Hospital – Roseville,Bladder,7,-121.25107,38.74636
2020,Placer,Kaiser Foundation Hospital – Roseville,Breast,325,-121.25107,38.74636
2021,Placer,Kaiser Foundation Hospital – Roseville,Bladder,8,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Bladder,9,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Lung,29,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Prostate,17,-121.25107,38.74636
2013,Placer,Kaiser Foundation Hospital – Roseville,Stomach,3,-121.25107,38.74636
2021,Placer,Kaiser Foundation Hospital – Roseville,Breast,440,-121.25107,38.74636
